what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1399407202782
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1399407202782
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1399407202782
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1399407202782
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1399407202782
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1399407202782
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.5.3.r36v201108301710,"com.google.appengine.eclipse.sdkbundle",1399407202782
stopped,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.0.r36v201108301710,"com.google.gdt.eclipse.appengine.rpc",1399407202782
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.e36",1399407202782
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.hge",1399407202782
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.subclipse",1399407202782
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph.subversive",1399407202782
stopped,bundle,com.google.gdt.eclipse.gph,2.4.0.r36v201108301710,"com.google.gdt.eclipse.gph",1399407202782
stopped,bundle,com.google.gdt.eclipse.maven.e35,2.4.0.r36v201108301710,"com.google.gdt.eclipse.maven.e35",1399407202782
stopped,bundle,com.google.gdt.eclipse.maven,2.4.0.r36v201108301710,"com.google.gdt.eclipse.maven",1399407202782
stopped,bundle,com.google.gdt.eclipse.suite,2.4.0.r36v201108301710,"com.google.gdt.eclipse.suite",1399407202782
stopped,bundle,com.google.gdt.eclipse.appsmarketplace,2.4.0.r36v201108301710,"com.google.gdt.eclipse.appsmarketplace",1399407202782
stopped,bundle,com.google.appengine.eclipse.core,2.4.0.r36v201108301710,"com.google.appengine.eclipse.core",1399407202782
stopped,bundle,com.google.gdt.eclipse.login,2.4.0.r36v201108301710,"com.google.gdt.eclipse.login",1399407202782
stopped,bundle,com.google.gdt.eclipse.managedapis,2.4.0.r36v201108301710,"com.google.gdt.eclipse.managedapis",1399407202782
stopped,bundle,com.google.gwt.eclipse.oophm,2.4.0.r36v201108301710,"com.google.gwt.eclipse.oophm",1399407202782
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.r36v201108301710,"com.google.gwt.eclipse.sdkbundle",1399407202782
stopped,bundle,com.google.gwt.eclipse.core,2.4.0.r36v201108301710,"com.google.gwt.eclipse.core",1399407202895
stopped,bundle,com.google.gdt.eclipse.core,2.4.0.r36v201108301710,"com.google.gdt.eclipse.core",1399407202896
stopped,bundle,com.google.gdt.eclipse.platform,2.4.0.r36v201108301710,"com.google.gdt.eclipse.platform",1399407202896
stopped,bundle,com.google.gdt.eclipse.platform.e36,2.4.0.r36v201108301710,"com.google.gdt.eclipse.platform.e36",1399407202896
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1399407202897
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1399407202910
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1399407202910
